Character	Series
Moonstone	New Thunderbolts (2004 - 2006)
Moonstone	New Thunderbolts Vol. 3: Right of Power (2006)
Moonstone	Peter Parker, the Spectacular Spider-Man (1976 - 1998)
Moonstone	Shadowland: Thunderbolts (2011 - Present)
Moonstone	Thunderbolts (2006 - 2012)
Moonstone	Thunderbolts (1997 - 2003)
Unus	Amazing Adventures (1970 - 1976)
Unus	Marvel Masterworks: The X-Men Vol. (2005)
Unus	Marvel Masterworks: The X-Men Vol. 1 (2003)
Unus	Marvel Masterworks: The X-Men Vol. 2 (2003)
Unus	Marvel Masterworks: The X-Men Vol. 7 (2008)
Unus	Marvel Masterworks: The X-Men Vol. 7 (2008)
Unus	New X-Men (2001 - 2004)
Unus	New X-Men (2006)
Unus	New X-Men Vol. III: New Worlds (1999)
Unus	Uncanny X-Men (1963 - 2011)
Unus	X-Men: Alpha (1994)
Unus	X-Men: The Complete Age of Apocalypse Epic Book 2 (2005)
Hammerhead (Ultimate)	Ultimate X-Men (2000 - 2009)
Hammerhead (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (2007)
Hammerhead (Ultimate)	Ultimate X-Men Vol. 3: World Tour (2005)
Hammerhead (Ultimate)	Ultimate X-Men Vol. III: World Tour (2002)
Fantastic Four (Ultimate)	Marvel Zombies: Dead Days (2009 - Present)
Fantastic Four (Ultimate)	Ultimate Comics Doom (2010 - 2011)
Fantastic Four (Ultimate)	Ultimate Fantastic Four (2003 - 2009)
Fantastic Four (Ultimate)	Ultimate Fantastic Four MGC (2000)
Fantastic Four (Ultimate)	Ultimate Fantastic Four Vol. 3: N-Zone (2005)
Fantastic Four (Ultimate)	Ultimate Fantastic Four Vol. 4: Inhuman (2005)
Fantastic Four (Ultimate)	Ultimate Fantastic Four Vol. 5: Crossover (2006)
Fantastic Four (Ultimate)	Ultimate Fantastic Four Vol. 6: Frightful (2006)
Fantastic Four (Ultimate)	Ultimate Fantastic Four Vol. 7: God War (2007)
Fantastic Four (Ultimate)	Ultimate Fantastic Four Vol. 8: Devils (2007)
Fantastic Four (Ultimate)	Ultimate Marvel Team-Up (2001 - 2002)
Fantastic Four (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (2006)
Nomad	Cap Transport (2005 - 2006)
Nomad	Captain America (2004 - 2011)
Nomad	Captain America Annual (1971 - 1991)
Nomad	Captain America: Hail Hydra (2010 - 2011)
Nomad	Captain America: Winter Soldier Vol. 1 (2006)
Nomad	Marvel Comics Presents (1988 - 1995)
Nomad	Onslaught Unleashed (2010 - 2011)
Nomad	ONSLAUGHT UNLEASHED HC (2011)
Nomad	Punisher War Journal (1988 - 1995)
Nomad	What If? (1977 - 1984)
Nomad	What If? (1989 - 1998)
Garrison Kane	Cable (1993 - 2002)
Garrison Kane	Cable Classic Vol. 1 (2008)
Garrison Kane	Cable: Blood & Metal (1992)
Garrison Kane	Weapon X Vol. 1 (2003)
Garrison Kane	Weapon X Vol. I (1999)
Garrison Kane	Weapon X: The Draft - Kane (2002)
Garrison Kane	Weapon X: The Draft - Marrow (2002)
Garrison Kane	Weapon X: The Draft - Sauron (2002)
Centennial	Alpha Flight (2004 - 2005)
Centennial	Alpha Flight Vol. 2: Waxing Poetic (2005)
Fin Fang Foom	Avengers Vs. Pet Avengers (2010 - 2011)
Fin Fang Foom	Hulk Vs. Fin Fang Foom (2007)
Fin Fang Foom	Iron Man (1968 - 1996)
Fin Fang Foom	Iron Man (1998 - 2004)
Fin Fang Foom	Iron Man: The Dragon Seed Saga (2008)
Fin Fang Foom	Thor (1966 - 1996)
Fin Fang Foom	Thor Visionaries: Walter Simonson Vol. 5 (2008)
Fin Fang Foom	Wha...Huh? (2005)
Jane Foster	Avengers (1998 - 2004)
Jane Foster	Avengers Assemble Vol. 3 (2006)
Jane Foster	Captain America (2004 - 2011)
Jane Foster	Captain America: Winter Soldier Vol. 1 (2006)
Jane Foster	Fear Itself 7.2: Thor (2011)
Jane Foster	Iron Man (1998 - 2004)
Jane Foster	Thor (1998 - 2004)
Jane Foster	Thor (1966 - 1996)
Jane Foster	Thor the Mighty Avenger (2010 - 2011)
Silver Samurai	Cable Classic Vol. 1 (2008)
Silver Samurai	Cable: Blood & Metal (1992)
Silver Samurai	Daredevil (1963 - 1998)
Silver Samurai	Elektra (2001 - 2004)
Silver Samurai	Elektra: The Scorpio Key (1999)
Silver Samurai	New Avengers (2004 - 2010)
Silver Samurai	New Avengers Vol. 3: Secrets & Lies (2006)
Silver Samurai	New Avengers Vol.2: Sentry (2006)
Silver Samurai	Uncanny X-Men (1963 - 2011)
Silver Samurai	Wolverine (1988 - 2003)
Silver Samurai	Wolverine Classic Vol. (2005)
Silver Samurai	X-Men (1991 - 2001)
Silver Samurai	X-Men Unlimited (1993 - 1999)
Morlun	Amazing Spider-Man (1999 - 2013)
Morlun	Spider-Man: The Other (2006)
Jackal	Amazing Spider-Man (1999 - 2013)
Jackal	Spider-Island: Deadly Foes (2011)
Jackal	Spider-Island: Emergence of Evil - Jackal & Hobgoblin (2011)
Jackal	Spider-Island: Heroes for Hire (2011)
Jackal	Spider-Man: The Original Clone Saga (2010 - Present)
Texas Twister	Marvel Super-Heroes (1992 - 1993)
Texas Twister	Quasar (1999 - 1994)
Iron Lad	Avengers: The Children's Crusade - Young Avengers (2010 - 2011)
Iron Lad	Young Avengers (2005 - 2006)
Iron Lad	Young Avengers Vol. 1: Sidekicks (2005)
Iron Lad	Young Avengers Vol. 1: Sidekicks (2006)
Prodigy	Avengers: The Initiative (2007 - 2010)
Prodigy	Fear Itself: Youth in Revolt (2011)
Prodigy	New X-Men (2004 - 2008)
Prodigy	Peter Parker, the Spectacular Spider-Man (1976 - 1998)
Electro (Ultimate)	Ultimate Spider-Man (2000 - 2009)
Electro (Ultimate)	Ultimate Spider-Man Ultimate Collection Book 1 (2007)
Electro (Ultimate)	Ultimate Spider-Man Vol. 2: Learning Curve (2005)
Electro (Ultimate)	Ultimate Spider-Man Vol. II: Learning Curve (1999)
Warpath	Cable (1993 - 2002)
Warpath	Cable (2008 - 2010)
Warpath	Counter X Vol. 1 (2008)
Warpath	Deadpool (1997 - 2002)
Warpath	Marvel Weddings (2005)
Warpath	New Mutants Annual (1984 - 1991)
Warpath	New X-Men (2001 - 2004)
Warpath	New X-Men (2006)
Warpath	New X-Men Vol. III: New Worlds (1999)
Warpath	Uncanny X-Men (1963 - 2011)
Warpath	X-Factor (1986 - 1998)
Warpath	X-Factor Annual (1986 - Present)
Warpath	X-Force (1991 - 2004)
Warpath	X-Force (2008 - 2010)
Warpath	X-Force: Famous, Mutant & Mortal (2003)
Warpath	X-Force: Force to Be Reckoned with (2011)
Warpath	X-Men (1991 - 2001)
Warpath	X-Men (2010 - 2013)
Warpath	X-Men Annual (1970 - 1991)
Warpath	X-Men Vs. Apocalypse Vol. 1: The Twelve (2008)
Outlaw Kid	Rawhide Kid (1960 - 1979)
Magik (Amanda Sefton)	New Mutants (2009 - 2011)
Magik (Amanda Sefton)	New X-Men (2004 - 2008)
Deena Pilgrim	Powers (2009 - 2012)
Deena Pilgrim	Powers: Who Killed Retro Girl? (2011 - Present)
Prince of Orphans	Defenders (2011 - 2012)
Prince of Orphans	Immortal Iron Fist (2006 - 2009)
Prince of Orphans	Iron Man 2.0 (2011)
Sunfire (Age of Apocalypse)	Uncanny X-Force (2010 - 2012)
Lila Cheney	New Mutants (1983 - 1991)
Lila Cheney	New Mutants Classic Vol. 3 (2008)
Lila Cheney	New Mutants Classic Vol. 6 (2010 - Present)
Lila Cheney	X-Factor (1986 - 1998)
Lila Cheney	X-Force (1991 - 2004)
Tiger Shark	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (2011)
Tiger Shark	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (DM Only) (2011)
Tiger Shark	Fear Itself: The Deep (2011)
Tiger Shark	Super-Villain Team-Up (1975 - 1980)
Namorita	Avengers (1998 - 2004)
Namorita	Avengers (1963 - 1996)
Namorita	Avengers Assemble Vol. 4 (2007)
Namorita	Avengers/Invaders (2008 - 2009)
Namorita	Avengers: The Kang Dynasty (2002)
Namorita	Fantastic Four (1998 - 2012)
Namorita	Fantastic Four (1961 - 1998)
Namorita	Marvel Comics Presents (1988 - 1995)
Namorita	Marvel Two-in-One (1974 - 1983)
Namorita	Maximum Security (2000 - 2001)
Namorita	New Mutants Annual (1984 - 1991)
Namorita	New Warriors (2005)
Namorita	New Warriors: Reality Check (2006)
Namorita	Sub-Mariner (1968 - 1974)
Namorita	Super-Villain Team-Up (1975 - 1980)
Namorita	Thor (1966 - 1996)
Namorita	X-Factor Annual (1986 - Present)
Namorita	X-Force (1991 - 2004)
Chase Stein	Runaways (2005 - 2008)
Chase Stein	Runaways (2008 - 2009)
Chase Stein	Runaways Vol. 4: True Believers (2005)
Chase Stein	Runaways Vol. 6: Parental Guidance (2006)
Daredevil (Ultimate)	Ultimate Daredevil & Elektra (1999)
Daredevil (Ultimate)	Ultimate Daredevil and Elektra (2002 - 2003)
Daredevil (Ultimate)	Ultimate Elektra (2004)
Daredevil (Ultimate)	Ultimate Elektra: Devil's Due (2005)
Daredevil (Ultimate)	Ultimate Marvel Team-Up (2001 - 2002)
Daredevil (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (2006)
Xorn (Kuan-Yin Xorn)	Moon Knight Vol. 5: Down South (2009 - Present)
Xorn (Kuan-Yin Xorn)	Moon Knight Vol. 5: Down South (2009 - Present)
Xorn (Kuan-Yin Xorn)	New Mutants (2003 - 2004)
Xorn (Kuan-Yin Xorn)	New Mutants Vol 1: Back to School (2005)
Xorn (Kuan-Yin Xorn)	New Mutants Vol I: Back to School (2003)
Xorn (Kuan-Yin Xorn)	New X-Men (2001 - 2004)
Xorn (Kuan-Yin Xorn)	New X-Men (2006)
Xorn (Kuan-Yin Xorn)	New X-Men Vol. 2: Imperial (2005)
Xorn (Kuan-Yin Xorn)	New X-Men Vol. III: New Worlds (1999)
Xorn (Kuan-Yin Xorn)	Uncanny X-Men (1963 - 2011)
Super-Adaptoid	Avengers (1996 - 1997)
Super-Adaptoid	Heroes Reborn: Avengers (2006)
Super-Adaptoid	Iron Man (1968 - 1996)
Super-Adaptoid	Marvel Masterworks: The X-Men Vol. 3 DM Variant TPB (2011 - Present)
Super-Adaptoid	Marvel Masterworks: The X-Men Vol. 3 TPB (2011 - Present)
Super-Adaptoid	Tales of Suspsnse Transport (1959 - 1968)
Super-Adaptoid	Uncanny X-Men (1963 - 2011)
Sentry (Robert Reynolds)	Adam: Legend of the Blue Marvel (2008)
Sentry (Robert Reynolds)	Adam: Legend of the Blue Marvel (2008)
Sentry (Robert Reynolds)	Amazing Spider-Man (1999 - 2013)
Sentry (Robert Reynolds)	Avengers/Invaders (2008 - 2009)
Sentry (Robert Reynolds)	Avengers: The Initiative (2007 - 2010)
Sentry (Robert Reynolds)	Chaos War: Ares (2010)
Sentry (Robert Reynolds)	Civil War: Front Line (2006 - 2007)
Sentry (Robert Reynolds)	Civil War: X-Men (2011)
Sentry (Robert Reynolds)	Incredible Hercules (2008 - 2010)
Sentry (Robert Reynolds)	Incredible Hulks (2009 - 2011)
Sentry (Robert Reynolds)	Iron Man (2004 - 2007)
Sentry (Robert Reynolds)	Iron Man: Execute Program (2007)
Sentry (Robert Reynolds)	Mighty Avengers (2007 - 2010)
Sentry (Robert Reynolds)	Mighty Avengers Vol. 1: The Ultron Initiative (2008)
Sentry (Robert Reynolds)	New Avengers (2004 - 2010)
Sentry (Robert Reynolds)	New Avengers Vol. 1: Breakout (2006)
Sentry (Robert Reynolds)	New Avengers Vol. 2: Sentry (2006)
Sentry (Robert Reynolds)	New Avengers Vol. 3: Secrets & Lies (2006)
Sentry (Robert Reynolds)	New Avengers Vol.2: Sentry (2006)
Sentry (Robert Reynolds)	Point One (2011)
Bride of Nine Spiders (Immortal Weapons)	Immortal Iron Fist (2006 - 2009)
Bride of Nine Spiders (Immortal Weapons)	Iron Man 2.0 (2011)
Fixer (Paul Norbert Ebersol)	Captain America (2004 - 2011)
Fixer (Paul Norbert Ebersol)	Thunderbolts (2006 - 2012)
Beta-Ray Bill	Annihilators (2010 - 2011)
Beta-Ray Bill	Annihilators: Earthfall (2011)
Beta-Ray Bill	Avengers: The Initiative (2007 - 2010)
Beta-Ray Bill	The Thanos Imperative: Devastation (2010)
Beta-Ray Bill	Thor (1998 - 2004)
Beta-Ray Bill	Thor (1966 - 1996)
Beta-Ray Bill	Thor by Walter Simonson (2011)
Beta-Ray Bill	Thor Legends Vol. 2: Walt Simonson Book II (2003)
Beta-Ray Bill	Thor: Blood & Thunder (2010 - Present)
Beta-Ray Bill	Thor: Worldengine (2010 - Present)
Nightcrawler (Ultimate)	Ultimate X-Men (2000 - 2009)
Nightcrawler (Ultimate)	Ultimate X-Men Ultimate Collection Book 1 (2006)
Nightcrawler (Ultimate)	Ultimate X-Men Ultimate Collection Book 2 (2007)
Nightcrawler (Ultimate)	Ultimate X-Men Vol. 3: World Tour (2005)
Nightcrawler (Ultimate)	Ultimate X-Men Vol. 4: Hellfire & Brimstone (2003 - Present)
Nightcrawler (Ultimate)	Ultimate X-Men Vol. 6: Return of the King (2003)
Nightcrawler (Ultimate)	Ultimate X-Men Vol. II: Return to Weapon X (1999)
Nightcrawler (Ultimate)	Ultimate X-Men Vol. III: World Tour (2002)
Nightcrawler (Ultimate)	Ultimate X-Men Vol. VI: Return of the King (2003)
Lily Hollister	Amazing Spider-Man (1999 - 2013)
Firelord	Avengers (1996 - 1997)
Firelord	Classic X-Men (1986 - 1990)
Firelord	Doctor Strange, Sorcerer Supreme (1988 - 1996)
Firelord	Fantastic Four (1996 - 1997)
Firelord	Heroes Reborn: Avengers (2006)
Firelord	Heroes Reborn: Fantastic Four (2006)
Firelord	Heroes Reborn: Iron Man (2006)
Firelord	Iron Man (1996 - 1998)
Firelord	Marvel Masterworks: The Uncanny X-Men Vol. (2005)
Firelord	Silver Surfer (1987 - 1998)
Firelord	Thor (1998 - 2004)
Firelord	Thor (1966 - 1996)
Firelord	Uncanny X-Men (1963 - 2011)
Firelord	Uncanny X-Men Omnibus Vol. 1 (2006)
Nebula	Fantastic Four (1961 - 1998)
Nebula	Fantastic Four Visionaries: Walter Simonson Vol. 1 (2007)
Nebula	Spider-Man: Am I an Avenger? (2011 - Present)
Nebula	X-Men Legends Vol. 3: Art Adams Book I (2003)
Nebula	X-Men Legends Vol. III: Arthur Adams Book I (2003)
Captain Marvel (Carol Danvers)	Adam: Legend of the Blue Marvel (2008)
Captain Marvel (Carol Danvers)	Adam: Legend of the Blue Marvel (2008)
Captain Marvel (Carol Danvers)	Agents of Atlas (2009)
Captain Marvel (Carol Danvers)	Alias (2003)
Captain Marvel (Carol Danvers)	Alias Omnibus (2006)
Captain Marvel (Carol Danvers)	Alpha Flight (1983 - 1994)
Captain Marvel (Carol Danvers)	Amazing Spider-Man (1999 - 2013)
Captain Marvel (Carol Danvers)	Annihilators: Earthfall (2011)
Captain Marvel (Carol Danvers)	Avengers (1963 - 1996)
Captain Marvel (Carol Danvers)	Avengers (1998 - 2004)
Captain Marvel (Carol Danvers)	Avengers (2010 - 2012)
Captain Marvel (Carol Danvers)	Avengers & the Infinity Gauntlet (2011)
Captain Marvel (Carol Danvers)	Avengers & the Infinity Gauntlet (2010)
Captain Marvel (Carol Danvers)	Avengers Annual (2010 - Present)
Captain Marvel (Carol Danvers)	Avengers Assemble (2004)
Captain Marvel (Carol Danvers)	Avengers Assemble Vol. 2 (2005)
Captain Marvel (Carol Danvers)	Avengers Assemble Vol. 3 (2006)
Captain Marvel (Carol Danvers)	Avengers Assemble Vol. 4 (2007)
Captain Marvel (Carol Danvers)	Avengers Assemble Vol. 5 (2007)
Captain Marvel (Carol Danvers)	Avengers Vol. 1: World Trust (2003)
Doctor Octopus (Ultimate)	Spider-Man: Reign (2006 - 2007)
Doctor Octopus (Ultimate)	Spider-Man: Reign Premiere (2007)
Doctor Octopus (Ultimate)	Ultimate Spider-Man (2000 - 2009)
Doctor Octopus (Ultimate)	Ultimate Spider-Man Vol. 17: Clone Saga (2007)
Doctor Octopus (Ultimate)	Ultimate Spider-Man Vol. 3: Double Trouble (2005)
Doctor Octopus (Ultimate)	Ultimate Spider-Man Vol. III: Double Trouble (2002)
Psylocke	5 Ronin (2010)
Psylocke	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (2011)
Psylocke	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (DM Only) (2011)
Psylocke	Alpha Flight (1983 - 1994)
Psylocke	Avengers Assemble Vol. 4 (2007)
Psylocke	Avengers Vs. X-Men: Versus (2011 - 2012)
Psylocke	Cable (1993 - 2002)
Psylocke	Doctor Strange, Sorcerer Supreme (1988 - 1996)
Psylocke	Essential X-Men Vol. 6 (All-New Edition) (2011 - Present)
Psylocke	Excalibur (1988 - 1998)
Psylocke	Exiles (2001 - 2008)
Psylocke	Exiles Vol. 15: Enemy of the Stars (2007)
Psylocke	Fantastic Four (1961 - 1998)
Psylocke	Infinity War (2005)
Psylocke	Marvel Super-Heroes (1992 - 1993)
Psylocke	Marvel Visionaries: Chris Claremont (2005)
Psylocke	Marvel Visionaries: Steve Ditko (2005)
Psylocke	Marvel Weddings (2005)
Psylocke	Marvel Zombies: Dead Days (2009 - Present)
Psylocke	Marvel Zombies: Dead Days (2007)
Kulan Gath	Avengers (1998 - 2004)
Kulan Gath	Avengers Assemble Vol. 3 (2006)
Carnage (Ultimate)	Ultimate Spider-Man (2000 - 2009)
Carnage (Ultimate)	Ultimate Spider-Man Vol. 17: Clone Saga (2007)
Puma	Marvel Comics Presents (1988 - 1995)
Puma	Marvel Comics Presents Wolverine Vol. 2 (2005)
Puma	Peter Parker, the Spectacular Spider-Man (1976 - 1998)
Puma	Sensational Spider-Man (2006 - 2007)
Puma	Sensational Spider-Man: Feral Premiere (2006)
Puma	Super-Villain Team-Up/Modok's 11 (2007 - 2008)
Puma	Web of Spider-Man (1985 - 1995)
Puma	Wolverine (1988 - 2003)
Puma	Wolverine: The Best There Is (1999)
X-Men	A+X (2012 - Present)
X-Men	Age of Apocalypse: The Chosen (1995)
X-Men	Age Of X: Alpha (2010 - 2011)
X-Men	Age of X: Alpha (2010)
X-Men	All-New X-Men (2012 - Present)
X-Men	Amazing Adventures (1970 - 1976)
X-Men	Amazing Spider-Man (1999 - 2013)
X-Men	Amazing X-Men (1995)
X-Men	Astonishing X-Men (1995)
X-Men	Astonishing X-Men (2004 - Present)
X-Men	Astonishing X-Men by Joss Whedon & John Cassaday (2009 - Present)
X-Men	Astonishing X-Men MGC (2011)
X-Men	Astonishing X-Men Saga (2006)
X-Men	Astonishing X-Men Vol. 1 (2006)
X-Men	Astonishing X-Men Vol. 1: Gifted (2004)
X-Men	Astonishing X-Men Vol. 2: Dangerous (2005)
X-Men	Astonishing X-Men Vol. 3: Torn (2007)
X-Men	Astonishing X-Men Vol. 4: Unstoppable (2008)
X-Men	Astonishing X-Men Vol. 6: Xenogenetic (2010)
X-Men	Astonishing X-Men: Ghost Boxes (2008)
Marauders	Thor by Walter Simonson (2011)
Marauders	Uncanny X-Men (1963 - 2011)
Marauders	X-Men: Lifedeath (2011 - Present)
Marauders	X-Men: Lifedeath (2011 - Present)
Marvex	Daring Mystery Comics (1944 - 1945)
Marvex	Marvel Masterworks: Golden Age Daring Mystery Vol. 1 (2008)
Marvex	Marvel Masterworks: Golden Age Daring Mystery Vol. 1 (2008)
Banshee	Alpha Flight (1983 - 1994)
Banshee	Chaos War: X-Men (2010)
Banshee	Classic X-Men (1986 - 1990)
Banshee	Earth X (1999)
Banshee	Earth X (New (2006)
Banshee	Excalibur (1988 - 1998)
Banshee	Marvel Masterworks: The Uncanny X-Men Vol. (2005)
Banshee	Marvel Masterworks: The Uncanny X-Men Vol. 6 (2008)
Banshee	Marvel Masterworks: The Uncanny X-Men Vol. 6 (2008)
Banshee	Marvel Masterworks: The X-Men Vol. 3 DM Variant TPB (2011 - Present)
Banshee	Marvel Masterworks: The X-Men Vol. 3 TPB (2011 - Present)
Banshee	Marvel Masterworks: The X-Men Vol. 4 (2004)
Banshee	Marvel Masterworks: The X-Men Vol. III - 2nd Edition (1st) (2003)
Banshee	Marvel Masterworks: The X-Men Vol.6 (2006)
Banshee	Marvel Team-Up (1972 - 1985)
Banshee	Marvel Visionaries: Chris Claremont (2005)
Banshee	Marvel Weddings (2005)
Banshee	New Mutants (1983 - 1991)
Banshee	New Mutants Classic Vol. 1 (2006)
Banshee	Paradise X (2002 - 2003)
Wild Child	Alpha Flight (1983 - 1994)
Wild Child	Weapon X Vol. 1 (2003)
Wild Child	Weapon X Vol. I (1999)
Wild Child	Weapon X: The Draft - Sauron (2002)
Wild Child	Weapon X: The Draft - Wild Child (2002)
Wild Child	Weapon X: The Draft - Zero (2002)
Wild Child	X-Factor (1986 - 1998)
Wild Child	X-Men Chronicles (1995)
Wild Child	X-Men: Alpha (1994)
Wild Child	X-Men: Omega (1995)
Wild Child	X-Men: The Complete Age of Apocalypse Epic Book 1 (2005)
Wild Child	X-Men: The Complete Age of Apocalypse Epic Book 2 (2005)
Wild Child	X-Men: The Complete Age of Apocalypse Epic Book 4 (2006)
Randall	Uncanny X-Men (1963 - 2011)
Randall	X-Force (1991 - 2004)
Randall	X-Men (1991 - 2001)
Cyclops	Age of Apocalypse: The Chosen (1995)
Cyclops	Age of X: Universe (2011)
Cyclops	Alpha Flight (1983 - 1994)
Cyclops	Alpha Flight Classic Vol. 1 (2007)
Cyclops	Amazing Spider-Man (1999 - 2013)
Cyclops	Astonishing X-Men (2004 - Present)
Cyclops	Astonishing X-Men by Joss Whedon & John Cassaday (2009 - Present)
Cyclops	Astonishing X-Men Vol. 1 (2006)
Cyclops	Astonishing X-Men Vol. 1: Gifted (2004)
Cyclops	Astonishing X-Men Vol. 2: Dangerous (2005)
Cyclops	Astonishing X-Men Vol. 3: Torn (2007)
Cyclops	Astonishing X-Men Vol. 4: Unstoppable (2008)
Cyclops	Avengers (1963 - 1996)
Cyclops	Avengers VS X-Men (2012)
Cyclops	Avx: Consequences (2012)
Cyclops	Cable (1993 - 2002)
Cyclops	Cable (2008 - 2010)
Cyclops	Cable & Deadpool (2004 - 2008)
Cyclops	Cable & Deadpool Vol. 2: The Burnt Offering (2007)
Cyclops	Cable Classic Vol. 1 (2008)
Typhoid Mary	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (2011)
Typhoid Mary	ACTS OF VENGEANCE CROSSOVERS OMNIBUS (DM Only) (2011)
Typhoid Mary	Avengers: The Initiative (2007 - 2010)
Typhoid Mary	Black Panther: The Most Dangerous Man Alive  (2010 - 2012)
Typhoid Mary	Daredevil (1998 - 2011)
Typhoid Mary	Daredevil (1963 - 1998)
Typhoid Mary	Daredevil Vol. 6: Lowlife (2003)
Typhoid Mary	Daredevil Vol. 7: Hardcore (2003)
Typhoid Mary	Deadpool (2008 - 2012)
Typhoid Mary	Deadpool (1997 - 2002)
Typhoid Mary	Essential Punisher Vol. 2 TPB (All-New Edition) (2011 - Present)
Typhoid Mary	Peter Parker, the Spectacular Spider-Man (1976 - 1998)
Gladiator (Kallark)	Annihilators (2010 - 2011)
Gladiator (Kallark)	Annihilators: Earthfall (2011)
Gladiator (Kallark)	Avengers Assemble Vol. 4 (2007)
Gladiator (Kallark)	Clandestine Classic Premiere (2008)
Gladiator (Kallark)	Classic X-Men (1986 - 1990)
Gladiator (Kallark)	Daredevil (1963 - 1998)
Gladiator (Kallark)	Daredevil by Frank Miller & Klaus Janson (2007)
Gladiator (Kallark)	Fantastic Four (1961 - 1998)
Gladiator (Kallark)	Fantastic Four Visionaries: John Byrne Vol. 2 (2004)
Gladiator (Kallark)	Fantastic Four Visionaries: John Byrne Vol. 4 (2001 - Present)
Gladiator (Kallark)	Fantastic Four Visionaries: Walter Simonson Vol. 1 (2007)
Gladiator (Kallark)	Fantastic Four/Inhumans (2007)
Gladiator (Kallark)	Inhumans (2000)
Gladiator (Kallark)	Marvel Comics Presents (1988 - 1995)
Gladiator (Kallark)	Marvel Comics Presents Wolverine Vol. 2 (2005)
Gladiator (Kallark)	Marvel Masterworks: Daredevil Vol. 3 (2005)
Gladiator (Kallark)	Marvel Masterworks: The Uncanny X-Men Vol. (2005)
Gladiator (Kallark)	Maximum Security (2000 - 2001)
Gladiator (Kallark)	Maximum Security: Dangerous Planet (2000)
Gladiator (Kallark)	New Mutants Classic Vol. 1 (2006)
Magma (Amara Aquilla)	Marvel Team-Up (1972 - 1985)
Magma (Amara Aquilla)	New Mutants (2003 - 2004)
Magma (Amara Aquilla)	New Mutants (2010 - 2012)
Magma (Amara Aquilla)	New Mutants (2009 - 2011)
Magma (Amara Aquilla)	New Mutants (1983 - 1991)
Magma (Amara Aquilla)	New Mutants Classic Vol. 3 (2008)
Magma (Amara Aquilla)	New Mutants Vol 1: Back to School (2005)
Magma (Amara Aquilla)	New Mutants Vol I: Back to School (2003)
Magma (Amara Aquilla)	Uncanny X-Men (1963 - 2011)
Magma (Amara Aquilla)	Women of Marvel Vol. 2 (2007)
Magma (Amara Aquilla)	X-Force (1991 - 2004)
Magma (Amara Aquilla)	X-Men Annual (1970 - 1991)
